tipo,strike,vencimiento,oi,gamma,gex_contrib
call,205.0,2026-09-18,104.0,0.0,0.0
call,210.0,2026-09-18,11.0,0.0,0.0
call,220.0,2026-09-18,11.0,0.0,0.0
call,225.0,2026-09-18,70.0,0.0,0.0
call,230.0,2026-09-18,1.0,0.0,0.0
call,235.0,2026-09-18,2.0,0.0,0.0
call,240.0,2026-09-18,53.0,0.0,0.0
call,245.0,2026-09-18,13.0,0.0,0.0
call,250.0,2026-09-18,52.0,0.0,0.0
call,255.0,2026-09-18,5.0,0.0,0.0
call,260.0,2026-09-18,2.0,0.0,0.0
call,265.0,2026-09-18,12.0,0.0,0.0
call,270.0,2026-09-18,1.0,0.0,0.0
call,275.0,2026-09-18,47.0,0.0,0.0
call,280.0,2026-09-18,13.0,0.0,0.0
call,285.0,2026-09-18,13.0,0.0,0.0
call,290.0,2026-09-18,16.0,0.0,0.0
call,295.0,2026-09-18,37.0,0.0,0.0
call,300.0,2026-09-18,28.0,0.0,0.0
call,305.0,2026-09-18,4.0,0.0,0.0
call,310.0,2026-09-18,3.0,0.0,0.0
call,315.0,2026-09-18,18.0,0.0,0.0
call,320.0,2026-09-18,27.0,0.0,0.0
call,325.0,2026-09-18,13.0,0.0,0.0
call,330.0,2026-09-18,31.0,0.0,0.0
call,335.0,2026-09-18,80.0,0.0,0.0
call,340.0,2026-09-18,28.0,0.0,0.0
call,345.0,2026-09-18,9.0,0.0,0.0
call,350.0,2026-09-18,75.0,0.0,0.0
call,355.0,2026-09-18,6.0,0.0,0.0
call,360.0,2026-09-18,9.0,0.0,0.0
call,365.0,2026-09-18,39.0,0.0,0.0
call,370.0,2026-09-18,57.0,0.0,0.0
call,375.0,2026-09-18,21.0,0.0,0.0
call,380.0,2026-09-18,15.0,0.0,0.0
call,385.0,2026-09-18,22.0,0.0,0.0
call,390.0,2026-09-18,32.0,0.0,0.0
call,395.0,2026-09-18,26.0,0.0,0.0
call,400.0,2026-09-18,405.0,0.0,0.0
call,405.0,2026-09-18,19.0,0.0,0.0
call,410.0,2026-09-18,34.0,0.0,0.0
call,415.0,2026-09-18,32.0,0.0,0.0
call,420.0,2026-09-18,54.0,0.0,0.0
call,425.0,2026-09-18,43.0,0.0,0.0
call,430.0,2026-09-18,37.0,0.0,0.0
call,435.0,2026-09-18,43.0,0.0,0.0
call,440.0,2026-09-18,230.0,0.0,0.0
call,445.0,2026-09-18,42.0,0.0,0.0
call,450.0,2026-09-18,175.0,0.0,0.0
call,455.0,2026-09-18,149.0,0.0,0.0
call,460.0,2026-09-18,88.0,0.0,0.0
call,465.0,2026-09-18,94.0,0.0,0.0
call,470.0,2026-09-18,151.0,0.0,0.0
call,475.0,2026-09-18,246.0,0.0,0.0
call,480.0,2026-09-18,156.0,0.0,0.0
call,485.0,2026-09-18,163.0,0.0,0.0
call,490.0,2026-09-18,465.0,0.0,0.0
call,495.0,2026-09-18,120.0,0.0,0.0
call,500.0,2026-09-18,358.0,0.0,0.0
call,505.0,2026-09-18,164.0,0.0,0.0
call,510.0,2026-09-18,203.0,0.0,0.0
call,515.0,2026-09-18,237.0,0.0,0.0
call,520.0,2026-09-18,96.0,0.0,0.0
call,525.0,2026-09-18,801.0,0.0,0.0
call,530.0,2026-09-18,329.0,0.0,0.0
call,535.0,2026-09-18,124.0,0.0,0.0
call,540.0,2026-09-18,641.0,0.0,0.0
call,545.0,2026-09-18,287.0,0.0,0.0
call,550.0,2026-09-18,650.0,0.0,0.0
call,555.0,2026-09-18,287.0,0.0,0.0
call,560.0,2026-09-18,4446.0,0.0,0.0
call,565.0,2026-09-18,599.0,0.0,0.0
call,570.0,2026-09-18,2789.0,0.0,0.0
call,575.0,2026-09-18,1609.0,0.0,0.0
call,580.0,2026-09-18,1262.0,0.0,0.0
call,585.0,2026-09-18,2987.0,0.0,0.0
call,590.0,2026-09-18,4809.0,0.0,0.0
call,595.0,2026-09-18,3948.0,0.0,0.0
call,600.0,2026-09-18,5890.0,0.0,0.0
call,605.0,2026-09-18,1337.0,0.0,0.0
call,610.0,2026-09-18,7603.0,0.0,0.0
call,615.0,2026-09-18,6713.0,0.0,0.0
call,620.0,2026-09-18,3603.0,0.0,0.0
call,625.0,2026-09-18,4520.0,0.0,0.0
call,630.0,2026-09-18,9909.0,0.0,0.0
call,635.0,2026-09-18,2893.0,0.0,0.0
call,640.0,2026-09-18,4948.0,0.0,0.0
call,645.0,2026-09-18,9099.0,0.0,0.0
call,650.0,2026-09-18,6859.0,0.0,0.0
call,651.0,2026-09-18,115.0,0.0,0.0
call,652.0,2026-09-18,68.0,0.0,0.0
call,653.0,2026-09-18,56.0,0.0,0.0
call,654.0,2026-09-18,80.0,0.0,0.0
call,655.0,2026-09-18,4876.0,0.0,0.0
call,656.0,2026-09-18,78.0,0.0,0.0
call,657.0,2026-09-18,19.0,0.0,0.0
call,658.0,2026-09-18,54.0,0.0,0.0
call,659.0,2026-09-18,91.0,0.0,0.0
call,660.0,2026-09-18,23684.0,0.0,0.0
call,661.0,2026-09-18,43.0,0.0,0.0
call,662.0,2026-09-18,196.0,0.0,0.0
call,663.0,2026-09-18,109.0,0.0,0.0
call,664.0,2026-09-18,45.0,0.0,0.0
call,665.0,2026-09-18,2718.0,0.0,0.0
call,666.0,2026-09-18,160.0,0.0,0.0
call,667.0,2026-09-18,83.0,0.0,0.0
call,668.0,2026-09-18,45.0,0.0,0.0
call,669.0,2026-09-18,70.0,0.0,0.0
call,670.0,2026-09-18,10783.0,0.0,0.0
call,671.0,2026-09-18,186.0,0.0,0.0
call,672.0,2026-09-18,69.0,0.0,0.0
call,673.0,2026-09-18,82.0,0.0,0.0
call,674.0,2026-09-18,61.0,0.0,0.0
call,675.0,2026-09-18,10403.0,0.0,0.0
call,676.0,2026-09-18,75.0,0.0,0.0
call,677.0,2026-09-18,118.0,0.0,0.0
call,678.0,2026-09-18,157.0,0.0,0.0
call,679.0,2026-09-18,108.0,0.0,0.0
call,680.0,2026-09-18,15856.0,0.0,0.0
call,681.0,2026-09-18,348.0,0.0,0.0
call,682.0,2026-09-18,147.0,0.0,0.0
call,683.0,2026-09-18,306.0,0.0,0.0
call,684.0,2026-09-18,217.0,0.0,0.0
call,685.0,2026-09-18,12532.0,0.0,0.0
call,686.0,2026-09-18,166.0,0.0,0.0
call,687.0,2026-09-18,279.0,0.0,0.0
call,688.0,2026-09-18,396.0,0.0,0.0
call,689.0,2026-09-18,196.0,0.0,0.0
call,690.0,2026-09-18,14565.0,0.0,0.0
call,691.0,2026-09-18,334.0,0.0,0.0
call,692.0,2026-09-18,295.0,0.0,0.0
call,693.0,2026-09-18,1044.0,0.0,0.0
call,694.0,2026-09-18,2197.0,0.0,0.0
call,695.0,2026-09-18,3605.0,0.0,0.0
call,696.0,2026-09-18,321.0,0.0,0.0
call,697.0,2026-09-18,429.0,0.0,0.0
call,698.0,2026-09-18,1448.0,0.0,0.0
call,699.0,2026-09-18,575.0,0.0,0.0
call,700.0,2026-09-18,31747.0,0.0,0.0
call,701.0,2026-09-18,1000.0,0.0,0.0
call,702.0,2026-09-18,978.0,0.0,0.0
call,703.0,2026-09-18,1573.0,0.0,0.0
call,704.0,2026-09-18,1791.0,0.0,0.0
call,705.0,2026-09-18,20386.0,0.0,0.0
call,706.0,2026-09-18,2324.0,0.0,0.0
call,707.0,2026-09-18,2470.0,0.0,0.0
call,708.0,2026-09-18,2866.0,0.0,0.0
call,709.0,2026-09-18,2865.0,0.0,0.0
call,710.0,2026-09-18,44428.0,0.0,0.0
call,711.0,2026-09-18,2088.0,0.0,0.0
call,712.0,2026-09-18,5887.0,0.0,0.0
call,713.0,2026-09-18,4179.0,0.0,0.0
call,714.0,2026-09-18,3824.0,0.0,0.0
call,715.0,2026-09-18,19007.0,0.0,0.0
call,716.0,2026-09-18,3797.0,0.0,0.0
call,717.0,2026-09-18,5074.0,0.0,0.0
call,718.0,2026-09-18,4574.0,0.0,0.0
call,719.0,2026-09-18,5008.0,0.0,0.0
call,720.0,2026-09-18,32431.0,0.0,0.0
call,721.0,2026-09-18,4592.0,0.0,0.0
call,722.0,2026-09-18,4226.0,0.0,0.0
call,723.0,2026-09-18,5296.0,0.0,0.0
call,724.0,2026-09-18,5426.0,0.0,0.0
call,725.0,2026-09-18,26772.0,0.0,0.0
call,726.0,2026-09-18,4077.0,0.0,0.0
call,727.0,2026-09-18,3533.0,0.0,0.0
call,728.0,2026-09-18,4264.0,0.0,0.0
call,729.0,2026-09-18,2604.0,0.0,0.0
call,730.0,2026-09-18,45043.0,0.0,0.0
call,731.0,2026-09-18,3579.0,0.0,0.0
call,732.0,2026-09-18,7176.0,0.0,0.0
call,733.0,2026-09-18,6316.0,0.0,0.0
call,734.0,2026-09-18,14946.0,0.0,0.0
call,735.0,2026-09-18,17200.0,0.0,0.0
call,736.0,2026-09-18,2738.0,0.0,0.0
call,737.0,2026-09-18,2351.0,0.0,0.0
call,738.0,2026-09-18,2482.0,0.0,0.0
call,739.0,2026-09-18,1572.0,0.0,0.0
call,740.0,2026-09-18,30822.0,0.0,0.0
call,741.0,2026-09-18,3079.0,0.0,0.0
call,742.0,2026-09-18,2550.0,0.0,0.0
call,743.0,2026-09-18,1429.0,0.0,0.0
call,744.0,2026-09-18,1658.0,0.0,0.0
call,745.0,2026-09-18,16855.0,0.0,0.0
call,746.0,2026-09-18,1389.0,0.0,0.0
call,747.0,2026-09-18,1269.0,0.0,0.0
call,748.0,2026-09-18,1284.0,0.0,0.0
call,749.0,2026-09-18,3439.0,0.0,0.0
call,750.0,2026-09-18,50593.0,0.0,0.0
call,751.0,2026-09-18,879.0,0.0,0.0
call,752.0,2026-09-18,4864.0,0.0,0.0
call,753.0,2026-09-18,1092.0,0.0,0.0
call,754.0,2026-09-18,8892.0,0.0,0.0
call,755.0,2026-09-18,23180.0,0.0,0.0
call,756.0,2026-09-18,1721.0,0.0,0.0
call,757.0,2026-09-18,693.0,0.0,0.0
call,758.0,2026-09-18,808.0,0.0,0.0
call,759.0,2026-09-18,1606.0,0.0,0.0
call,760.0,2026-09-18,29768.0,0.0,0.0
call,765.0,2026-09-18,14037.0,0.0,0.0
call,770.0,2026-09-18,14531.0,0.0,0.0
call,775.0,2026-09-18,22017.0,0.0,0.0
call,780.0,2026-09-18,8881.0,0.0,0.0
call,785.0,2026-09-18,2472.0,0.0,0.0
call,790.0,2026-09-18,32576.0,0.0,0.0
call,795.0,2026-09-18,5752.0,0.0,0.0
call,800.0,2026-09-18,57980.0,0.0,0.0
call,805.0,2026-09-18,31349.0,0.0,0.0
call,810.0,2026-09-18,7349.0,0.0,0.0
call,815.0,2026-09-18,3136.0,0.0,0.0
call,820.0,2026-09-18,16334.0,0.0,0.0
call,825.0,2026-09-18,1754.0,0.0,0.0
call,830.0,2026-09-18,10229.0,0.0,0.0
call,835.0,2026-09-18,4134.0,0.0,0.0
call,840.0,2026-09-18,17742.0,0.0,0.0
call,845.0,2026-09-18,1502.0,0.0,0.0
call,850.0,2026-09-18,20065.0,0.0,0.0
call,855.0,2026-09-18,2159.0,0.0,0.0
call,860.0,2026-09-18,2038.0,0.0,0.0
call,865.0,2026-09-18,638.0,0.0,0.0
call,870.0,2026-09-18,20375.0,0.0,0.0
call,875.0,2026-09-18,2290.0,0.0,0.0
call,880.0,2026-09-18,1428.0,0.0,0.0
call,885.0,2026-09-18,1057.0,0.0,0.0
call,890.0,2026-09-18,1139.0,0.0,0.0
call,895.0,2026-09-18,537.0,0.0,0.0
call,900.0,2026-09-18,29047.0,0.0,0.0
call,905.0,2026-09-18,830.0,0.0,0.0
call,910.0,2026-09-18,2075.0,0.0,0.0
call,915.0,2026-09-18,15375.0,0.0,0.0
call,920.0,2026-09-18,1193.0,0.0,0.0
call,925.0,2026-09-18,10742.0,0.0,0.0
call,930.0,2026-09-18,566.0,0.0,0.0
call,935.0,2026-09-18,274.0,0.0,0.0
call,940.0,2026-09-18,756.0,0.0,0.0
call,945.0,2026-09-18,411.0,0.0,0.0
call,950.0,2026-09-18,1301.0,0.0,0.0
call,955.0,2026-09-18,679.0,0.0,0.0
call,960.0,2026-09-18,1728.0,0.0,0.0
call,965.0,2026-09-18,193.0,0.0,0.0
call,970.0,2026-09-18,252.0,0.0,0.0
call,975.0,2026-09-18,270.0,0.0,0.0
call,980.0,2026-09-18,1043.0,0.0,0.0
call,985.0,2026-09-18,220.0,0.0,0.0
call,990.0,2026-09-18,2082.0,0.0,0.0
call,995.0,2026-09-18,163.0,0.0,0.0
call,1000.0,2026-09-18,19831.0,0.0,0.0
call,1005.0,2026-09-18,2.0,0.0,0.0
call,1010.0,2026-09-18,118.0,0.0,0.0
call,1020.0,2026-09-18,46.0,0.0,0.0
call,1030.0,2026-09-18,82.0,0.0,0.0
call,1040.0,2026-09-18,59.0,0.0,0.0
call,1050.0,2026-09-18,1301.0,0.0,0.0
call,1060.0,2026-09-18,236.0,0.0,0.0
call,1065.0,2026-09-18,1003.0,0.0,0.0
call,1070.0,2026-09-18,318.0,0.0,0.0
call,1080.0,2026-09-18,68.0,0.0,0.0
call,1085.0,2026-09-18,242.0,0.0,0.0
call,1090.0,2026-09-18,724.0,0.0,0.0
call,1100.0,2026-09-18,7833.0,0.0,0.0
put,205.0,2026-09-18,4761.0,0.0,-0.0
put,210.0,2026-09-18,1598.0,0.0,-0.0
put,215.0,2026-09-18,1197.0,0.0,-0.0
put,220.0,2026-09-18,1952.0,0.0,-0.0
put,225.0,2026-09-18,566.0,0.0,-0.0
put,230.0,2026-09-18,635.0,0.0,-0.0
put,235.0,2026-09-18,136.0,0.0,-0.0
put,240.0,2026-09-18,1361.0,0.0,-0.0
put,245.0,2026-09-18,746.0,0.0,-0.0
put,250.0,2026-09-18,2807.0,0.0,-0.0
put,255.0,2026-09-18,1004.0,0.0,-0.0
put,260.0,2026-09-18,460.0,0.0,-0.0
put,265.0,2026-09-18,596.0,0.0,-0.0
put,270.0,2026-09-18,983.0,0.0,-0.0
put,275.0,2026-09-18,640.0,0.0,-0.0
put,280.0,2026-09-18,1386.0,0.0,-0.0
put,285.0,2026-09-18,806.0,0.0,-0.0
put,290.0,2026-09-18,1202.0,0.0,-0.0
put,295.0,2026-09-18,1210.0,0.0,-0.0
put,300.0,2026-09-18,3786.0,0.0,-0.0
put,305.0,2026-09-18,1272.0,0.0,-0.0
put,310.0,2026-09-18,1360.0,0.0,-0.0
put,315.0,2026-09-18,1529.0,0.0,-0.0
put,320.0,2026-09-18,1835.0,0.0,-0.0
put,325.0,2026-09-18,1108.0,0.0,-0.0
put,330.0,2026-09-18,1636.0,0.0,-0.0
put,335.0,2026-09-18,1439.0,0.0,-0.0
put,340.0,2026-09-18,1914.0,0.0,-0.0
put,345.0,2026-09-18,656.0,0.0,-0.0
put,350.0,2026-09-18,744.0,0.0,-0.0
put,355.0,2026-09-18,500.0,0.0,-0.0
put,360.0,2026-09-18,1178.0,0.0,-0.0
put,365.0,2026-09-18,1992.0,0.0,-0.0
put,370.0,2026-09-18,962.0,0.0,-0.0
put,375.0,2026-09-18,2072.0,0.0,-0.0
put,380.0,2026-09-18,817.0,0.0,-0.0
put,385.0,2026-09-18,360.0,0.0,-0.0
put,390.0,2026-09-18,9553.0,0.0,-0.0
put,395.0,2026-09-18,3217.0,0.0,-0.0
put,400.0,2026-09-18,27773.0,0.0,-0.0
put,405.0,2026-09-18,397.0,0.0,-0.0
put,410.0,2026-09-18,9700.0,0.0,-0.0
put,415.0,2026-09-18,936.0,0.0,-0.0
put,420.0,2026-09-18,8435.0,0.0,-0.0
put,425.0,2026-09-18,1825.0,0.0,-0.0
put,430.0,2026-09-18,6076.0,0.0,-0.0
put,435.0,2026-09-18,1139.0,0.0,-0.0
put,440.0,2026-09-18,5981.0,0.0,-0.0
put,445.0,2026-09-18,1339.0,0.0,-0.0
put,450.0,2026-09-18,16350.0,0.0,-0.0
put,455.0,2026-09-18,1618.0,0.0,-0.0
put,460.0,2026-09-18,10521.0,0.0,-0.0
put,465.0,2026-09-18,1501.0,0.0,-0.0
put,470.0,2026-09-18,2141.0,0.0,-0.0
put,475.0,2026-09-18,8840.0,0.0,-0.0
put,480.0,2026-09-18,6608.0,0.0,-0.0
put,485.0,2026-09-18,7710.0,0.0,-0.0
put,490.0,2026-09-18,8688.0,0.0,-0.0
put,495.0,2026-09-18,2987.0,0.0,-0.0
put,500.0,2026-09-18,18695.0,0.0,-0.0
put,505.0,2026-09-18,3143.0,0.0,-0.0
put,510.0,2026-09-18,9091.0,0.0,-0.0
put,515.0,2026-09-18,4308.0,0.0,-0.0
put,520.0,2026-09-18,7526.0,0.0,-0.0
put,525.0,2026-09-18,6096.0,0.0,-0.0
put,530.0,2026-09-18,13818.0,0.0,-0.0
put,535.0,2026-09-18,11061.0,0.0,-0.0
put,540.0,2026-09-18,12666.0,0.0,-0.0
put,545.0,2026-09-18,7294.0,0.0,-0.0
put,550.0,2026-09-18,36569.0,0.0,-0.0
put,555.0,2026-09-18,10027.0,0.0,-0.0
put,560.0,2026-09-18,19473.0,0.0,-0.0
put,565.0,2026-09-18,14331.0,0.0,-0.0
put,570.0,2026-09-18,65614.0,0.0,-0.0
put,575.0,2026-09-18,20475.0,0.0,-0.0
put,580.0,2026-09-18,17020.0,0.0,-0.0
put,585.0,2026-09-18,9758.0,0.0,-0.0
put,590.0,2026-09-18,25044.0,0.0,-0.0
put,595.0,2026-09-18,13741.0,0.0,-0.0
put,600.0,2026-09-18,54795.0,0.0,-0.0
put,605.0,2026-09-18,23105.0,0.0,-0.0
put,610.0,2026-09-18,15858.0,0.0,-0.0
put,615.0,2026-09-18,42515.0,0.0,-0.0
put,620.0,2026-09-18,40367.0,0.0,-0.0
put,625.0,2026-09-18,19747.0,0.0,-0.0
put,630.0,2026-09-18,29164.0,0.0,-0.0
put,635.0,2026-09-18,14740.0,0.0,-0.0
put,640.0,2026-09-18,18647.0,0.0,-0.0
put,645.0,2026-09-18,11669.0,0.0,-0.0
put,650.0,2026-09-18,42231.0,0.0,-0.0
put,651.0,2026-09-18,1319.0,0.0,-0.0
put,652.0,2026-09-18,1091.0,0.0,-0.0
put,653.0,2026-09-18,917.0,0.0,-0.0
put,654.0,2026-09-18,2073.0,0.0,-0.0
put,655.0,2026-09-18,10259.0,0.0,-0.0
put,656.0,2026-09-18,1250.0,0.0,-0.0
put,657.0,2026-09-18,908.0,0.0,-0.0
put,658.0,2026-09-18,1498.0,0.0,-0.0
put,659.0,2026-09-18,2224.0,0.0,-0.0
put,660.0,2026-09-18,62360.0,0.0,-0.0
put,661.0,2026-09-18,1342.0,0.0,-0.0
put,662.0,2026-09-18,1168.0,0.0,-0.0
put,663.0,2026-09-18,3336.0,0.0,-0.0
put,664.0,2026-09-18,4525.0,0.0,-0.0
put,665.0,2026-09-18,12565.0,0.0,-0.0
put,666.0,2026-09-18,3467.0,0.0,-0.0
put,667.0,2026-09-18,1056.0,0.0,-0.0
put,668.0,2026-09-18,1451.0,0.0,-0.0
put,669.0,2026-09-18,1162.0,0.0,-0.0
put,670.0,2026-09-18,30266.0,0.0,-0.0
put,671.0,2026-09-18,3696.0,0.0,-0.0
put,672.0,2026-09-18,3512.0,0.0,-0.0
put,673.0,2026-09-18,1593.0,0.0,-0.0
put,674.0,2026-09-18,1909.0,0.0,-0.0
put,675.0,2026-09-18,27654.0,0.0,-0.0
put,676.0,2026-09-18,5239.0,0.0,-0.0
put,677.0,2026-09-18,1761.0,0.0,-0.0
put,678.0,2026-09-18,2962.0,0.0,-0.0
put,679.0,2026-09-18,5823.0,0.0,-0.0
put,680.0,2026-09-18,41564.0,0.0,-0.0
put,681.0,2026-09-18,2762.0,0.0,-0.0
put,682.0,2026-09-18,20850.0,0.0,-0.0
put,683.0,2026-09-18,2569.0,0.0,-0.0
put,684.0,2026-09-18,5710.0,0.0,-0.0
put,685.0,2026-09-18,41866.0,0.0,-0.0
put,686.0,2026-09-18,18077.0,0.0,-0.0
put,687.0,2026-09-18,3256.0,0.0,-0.0
